covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
gene_expr,0.15287826399986176,1.1651831255754461,0.05440908300813037,0.04623842087207601,0.2595181071276475,1.0473240851137082,1.2963052558639143,0.0,2.8097930629894483,0.0049573363086661175,7.656219149237623
