gene,correlation,p_value
ENSG00000111788.10,0.0823606410231208,0.1409241811417852
ENSG00000152193.7,0.08235932976963568,0.1409305295814796
ENSG00000244619.2,0.08235448916696234,0.1409539672762298
ENSG00000161652.12,0.08235133695229344,0.14096923157519176
ENSG00000100012.11,0.08235046894145083,0.14097343505700738
ENSG00000158525.15,0.0823501181894942,0.1409751336568576
ENSG00000229102.1,0.08234912846548477,0.1409799267154189
ENSG00000103175.10,0.0823454804145164,0.14099759465866674
ENSG00000150961.14,0.08234309380046874,0.14100915423003693
ENSG00000233545.1,0.08234155695815291,0.1410165983135847
ENSG00000124783.12,0.08233788216595778,0.14103439931584263
ENSG00000105221.16,0.08233444604674693,0.14105104572138555
ENSG00000256494.1,0.0823331534556121,0.14105730811562578
ENSG00000223870.1,0.08233173057576071,0.14106420198350386
ENSG00000227888.4,0.08232540122430305,0.14109487088158892
ENSG00000256540.1,0.08230327085729304,0.14120214376429024
ENSG00000230067.3,0.08230302541279212,0.14120333386106762
ENSG00000203950.6,0.08230223222444322,0.14120717987828124
ENSG00000120318.15,0.08227054820882855,0.1413608750957834
ENSG00000250329.1,0.08226990343340274,0.141364004149031
ENSG00000242539.2,0.08226318691885484,0.14139660210791766
ENSG00000196472.4,0.08225927025046628,0.1414156139357707
ENSG00000259769.1,0.08225836930055451,0.14141998749671453
ENSG00000228989.1,0.08225802578140802,0.14142165509937
ENSG00000175143.3,0.08225109958465622,0.14145528130756957
ENSG00000279242.1,0.08224751745971157,0.14147267467634436
ENSG00000173621.8,0.08223500387740704,0.1415334484739715
ENSG00000271321.1,0.08220622654653899,0.14167328497568554
ENSG00000254495.1,0.08220329292065223,0.14168754615508541
ENSG00000160838.13,0.08219918472393543,0.14170751909807533
ENSG00000251194.2,0.08219358535161889,0.14173474520076262
ENSG00000197982.13,0.0821935022068485,0.14173514950979274
ENSG00000102043.15,0.08218992865474153,0.1417525274961086
ENSG00000201998.1,0.08218617489610022,0.14177078357121486
ENSG00000248237.2,0.08218036801746849,0.1417990283562149
ENSG00000124915.10,0.08217784971081006,0.14181127879243244
ENSG00000250156.3,0.08216681996823744,0.14186494309309833
ENSG00000099341.11,0.08216658771846559,0.14186607325204129
ENSG00000260903.2,0.08216290574819848,0.14188399113916098
ENSG00000215032.2,0.08216209430584723,0.1418879401631912
ENSG00000233762.3,0.08215725736049732,0.14191148173458296
ENSG00000248677.1,0.08214958269692632,0.14194884070101702
ENSG00000134532.15,0.08214867178776243,0.1419532753521206
ENSG00000010539.11,0.08214865266939748,0.14195336842870257
ENSG00000215156.5,0.08214616469309406,0.14196548138621895
ENSG00000227671.4,0.08213880728062987,0.14200130629616875
ENSG00000184905.8,0.08213423174856126,0.14202358908454624
ENSG00000240327.3,0.08212862666380501,0.14205088942517954
ENSG00000185238.12,0.08212857098711394,0.1420511606263255
ENSG00000164879.6,0.08211741552348767,0.1421055068705649
ENSG00000212747.4,0.08210680447517049,0.14215721562502998
ENSG00000280924.1,0.08210389867649287,0.14217137839566213
ENSG00000273314.1,0.0821034920895834,0.1421733601733737
ENSG00000254069.2,0.08210141590678918,0.14218348019084337
ENSG00000151923.17,0.0821006364428257,0.14218727970410214
ENSG00000219881.1,0.0820993707928949,0.14219344930624614
ENSG00000108442.2,0.08209884062685198,0.1421960337416671
ENSG00000278185.1,0.08209668585769661,0.1422065381066527
ENSG00000189320.8,0.08208410938581465,0.14226785945412873
ENSG00000237415.2,0.08207611985008414,0.1423068259544427
ENSG00000179673.4,0.0820718672876952,0.14232756984380399
ENSG00000246263.2,0.08207139391994288,0.14232987906238065
ENSG00000125826.19,0.08206987019835496,0.1423373123913518
ENSG00000217241.1,0.08206645044610018,0.1423539964033693
ENSG00000266129.1,0.08206018824949553,0.14238455177798562
ENSG00000198277.6,0.0820596149392416,0.14238734940296824
ENSG00000271590.1,0.08205487966066304,0.1424104581027837
ENSG00000251574.6,0.08205429638398118,0.14241330475778743
ENSG00000150316.11,0.08205386960997726,0.14241538763622014
ENSG00000106397.11,0.08205332977377995,0.14241802235012818
ENSG00000204220.9,0.08205133111454908,0.14242777729122003
ENSG00000198925.10,0.08205048117787266,0.14243192576802152
ENSG00000273694.1,0.08205033198449775,0.14243265397915483
ENSG00000171502.14,0.08204311124223393,0.14246790173953158
ENSG00000141551.14,0.08204293687153877,0.14246875300541859
ENSG00000225447.1,0.08203484605747842,0.1425082560841891
ENSG00000260265.1,0.08202785213477216,0.1425424103781737
ENSG00000279364.1,0.08202110537463048,0.14257536359880413
ENSG00000280044.1,0.08201025739374213,0.1426283606271486
ENSG00000267938.1,0.0819999678458222,0.14267864337876718
ENSG00000204941.13,0.08199188780174818,0.14271813826445087
ENSG00000234345.2,0.08198340574497462,0.14275960715485336
ENSG00000268659.2,0.08196452324504866,0.1428519570064999
ENSG00000279095.1,0.08196409402431654,0.1428540567541357
ENSG00000101680.13,0.08196308668915361,0.14285898472990333
ENSG00000001036.13,0.08195839484454562,0.14288193937389304
ENSG00000239494.2,0.08195203608289203,0.14291305383283212
ENSG00000083223.17,0.08194626588525344,0.14294129283067994
ENSG00000170540.14,0.08193768520777793,0.14298329402767362
ENSG00000219738.2,0.08192957419578392,0.14302300494453435
ENSG00000101220.17,0.08192911549658542,0.14302525095362517
ENSG00000256199.1,0.08192157840670285,0.1430621599826631
ENSG00000197665.7,0.0819200291559256,0.14306974754434315
ENSG00000131591.17,0.08190075601499083,0.14316416476589103
ENSG00000280372.1,0.08188482808678176,0.14324223002451092
ENSG00000260977.1,0.08188453338032792,0.1432436747329849
ENSG00000277427.1,0.08188098384216475,0.14326107613491096
ENSG00000259706.1,0.08187986981920051,0.1432665378997162
ENSG00000279092.1,0.0818786825977833,0.14327235871250713
ENSG00000234439.1,0.08186703239184116,0.14332948794012948
ENSG00000185220.11,0.08186334350548838,0.14334758079300794
ENSG00000168993.14,0.08186180105839144,0.14335514653857107
ENSG00000106803.9,0.08185957570529831,0.1433660624941254
ENSG00000215270.3,0.08185711320500687,0.14337814246016203
ENSG00000198183.11,0.08184701707443398,0.14342767785415578
ENSG00000187690.3,0.08183399772724825,0.14349157492966158
ENSG00000113319.11,0.08183288735710353,0.14349702547155005
ENSG00000275832.4,0.08183222983105662,0.1435002531844126
ENSG00000272909.1,0.08182561522185504,0.14353272655445515
ENSG00000029363.15,0.0818240746825058,0.14354029039231553
ENSG00000259394.2,0.08181896787540853,0.14356536629414407
ENSG00000273541.1,0.0818172692055619,0.1435737079961766
ENSG00000198759.11,0.08181544660269575,0.14358265871077044
ENSG00000272054.1,0.08180486407055129,0.1436346374318681
ENSG00000266604.1,0.08180277972916937,0.14364487688245378
ENSG00000275830.1,0.08180017376503484,0.14365767961952866
ENSG00000232043.1,0.08178789525214832,0.14371801395541622
ENSG00000266445.1,0.08178278144418594,0.14374314796403406
ENSG00000119866.20,0.08177959200889981,0.1437588255141577
ENSG00000132680.10,0.08177728233479396,0.14377017944575873
ENSG00000226197.2,0.08177212426109816,0.14379553805497522
ENSG00000100522.8,0.08177121947400164,0.1437999866066904
ENSG00000168280.16,0.08177014664565693,0.14380526150013467
ENSG00000227758.1,0.08176736274323848,0.14381895010900533
ENSG00000279578.1,0.08175562032450474,0.1438766992036292
ENSG00000232793.2,0.08175470956970567,0.14388117902579092
ENSG00000196361.9,0.08175229419280919,0.1438930603010539
ENSG00000114125.13,0.08174348887399926,0.14393638013696322
ENSG00000242314.1,0.08173260813391103,0.14398992424273083
ENSG00000233842.1,0.08172839592085678,0.144010656617475
ENSG00000227212.3,0.08172064686485574,0.14404880316728996
ENSG00000228941.1,0.08171841796332542,0.14405977688676258
ENSG00000261498.1,0.08171510891068749,0.1440760697723711
ENSG00000224057.1,0.08170853464848742,0.1441084438437425
ENSG00000232170.5,0.08167843232418731,0.14425674959459786
ENSG00000274666.1,0.08167627042973387,0.1442674051251713
ENSG00000084072.16,0.08167564333628843,0.14427049605139527
ENSG00000276934.1,0.0816687191982027,0.14430462829505403
ENSG00000159224.4,0.08165690486862823,0.14436288075200368
ENSG00000177350.6,0.0816553323518868,0.14437063565190403
ENSG00000213091.2,0.08165431597272008,0.14437564811654965
ENSG00000267606.1,0.08165229613235601,0.14438560973251524
ENSG00000113648.16,0.0816457658535969,0.1444178198899514
ENSG00000259659.1,0.08163709305384974,0.1444606063604277
ENSG00000241168.1,0.08163669804485105,0.14446255533167748
ENSG00000115694.14,0.0816300565275165,0.14449532752894922
ENSG00000137936.16,0.08162867643723586,0.14450213821912053
ENSG00000231212.1,0.08161762133931554,0.14455670352079114
ENSG00000273368.1,0.08161739126533467,0.14455783927747942
ENSG00000239200.1,0.08160887756133033,0.14459987183303452
ENSG00000267280.5,0.08160232640105682,0.14463222156371122
ENSG00000279254.1,0.08159643701012634,0.14466130817834424
ENSG00000102882.11,0.08158385940038751,0.14472344160810863
ENSG00000234006.1,0.08157916875217491,0.14474661863384342
ENSG00000280400.1,0.08157245509752153,0.14477979648907763
ENSG00000230894.1,0.08156295568771717,0.14482675102807363
ENSG00000250337.5,0.08155978052347782,0.14484244810512809
ENSG00000226361.5,0.08155694704940326,0.14485645706201145
ENSG00000161847.13,0.08155632026134113,0.14485955609948512
ENSG00000260995.1,0.08154908927424027,0.14489531203180078
ENSG00000100813.14,0.08153510671878697,0.14496447234440693
ENSG00000101474.11,0.08153258997787573,0.1449769232841335
ENSG00000224222.1,0.08153131729073726,0.1449832198925714
ENSG00000250796.1,0.08153123693940395,0.144983617437085
ENSG00000087302.8,0.08153081953207311,0.14498568260591058
ENSG00000214843.3,0.08152949641701729,0.14499222901186826
ENSG00000176294.4,0.08151435233341257,0.14506717378557915
ENSG00000176148.15,0.08150870832877273,0.14509511228925834
ENSG00000065833.8,0.08150618632501815,0.14510759783795996
ENSG00000279149.1,0.0815023122786427,0.14512677846694128
ENSG00000120549.15,0.08149501469252043,0.1451629144898565
ENSG00000071575.11,0.08149438283040598,0.14516604365310393
ENSG00000234520.5,0.08149083212225426,0.14518362873929327
ENSG00000243224.1,0.08148513658236221,0.1452118396194003
ENSG00000197728.9,0.0814816637788197,0.14522904299704634
ENSG00000104388.14,0.081480005851891,0.14523725648950314
ENSG00000172817.3,0.08147873775283507,0.14524353898487505
ENSG00000147316.12,0.08147862462504672,0.14524409945967742
ENSG00000074966.10,0.0814678139311654,0.14529766704160285
ENSG00000198853.11,0.08146425197996056,0.14531532000327319
ENSG00000172058.15,0.08145218783507074,0.14537512181845474
ENSG00000215869.3,0.08145017387939436,0.14538510679829617
ENSG00000241361.8,0.08144656866519871,0.14540298237540347
ENSG00000218870.1,0.08143818108277666,0.14544457664336088
ENSG00000224860.1,0.0814317824714168,0.14547631364250077
ENSG00000271727.1,0.08142033075724513,0.14553312711733205
ENSG00000100697.14,0.08141975829872652,0.14553596760375107
ENSG00000230362.1,0.08141647922774843,0.14555223886591295
ENSG00000127928.12,0.08141448790449542,0.14556212079935613
ENSG00000261116.1,0.08140860042704182,0.14559134037236368
ENSG00000020426.10,0.08140734233664117,0.14559758485937832
ENSG00000241634.1,0.08140701832142663,0.1455991931304368
ENSG00000248363.5,0.08140644496519571,0.14560203905537789
ENSG00000233993.1,0.08140152729725024,0.14562645025266957
ENSG00000228636.1,0.0814013929347613,0.14562711726892313
ENSG00000280241.3,0.08138492348655021,0.14570889425120476
ENSG00000139549.2,0.08138205917400515,0.1457231202075929
ENSG00000153107.11,0.08137600689080202,0.14575318308825405
ENSG00000124613.8,0.08137328534366048,0.14576670308813655
ENSG00000229119.3,0.08136702193140877,0.14579782186275436
ENSG00000151364.15,0.0813667311945784,0.14579926646570013
ENSG00000237296.9,0.08136672714581415,0.145799286583135
ENSG00000128829.11,0.08136639064875603,0.14580095857168168
ENSG00000187969.5,0.0813639041884901,0.14581331376276252
ENSG00000231401.1,0.08136224638303297,0.1458215518212972
ENSG00000226155.1,0.08135773577269936,0.14584396799050167
ENSG00000233469.1,0.08135257669630908,0.14586961002960638
ENSG00000268580.1,0.08134887225786515,0.14588802423353206
ENSG00000266003.1,0.08134887225786513,0.14588802423353206
ENSG00000228570.7,0.08134629084646613,0.14590085708662998
ENSG00000259238.1,0.08134459987915277,0.14590926378169644
ENSG00000254692.1,0.08134266923175114,0.14591886250473665
ENSG00000256167.1,0.08134232769670612,0.14592056058641836
ENSG00000184343.10,0.08133805244975907,0.1459418180053418
ENSG00000250634.5,0.0813321466615909,0.145971186695261
ENSG00000254387.1,0.08132447996555843,0.14600931885865315
ENSG00000237711.1,0.08131897906579527,0.14603668358663724
ENSG00000227711.2,0.08131592438653423,0.14605188105439412
ENSG00000261470.1,0.08131493930116251,0.14605678225238855
ENSG00000215035.2,0.0813106865483088,0.14607794285517223
ENSG00000129422.13,0.08130932584090521,0.14608471387781755
ENSG00000123415.14,0.0813050262005318,0.14610611091011744
ENSG00000228525.1,0.08129943630790648,0.1461339324133975
ENSG00000147439.11,0.08129422075452335,0.14615989442828745
ENSG00000250148.1,0.08128979785651289,0.14618191351084364
ENSG00000225868.6,0.08128890160030022,0.14618637576637108
ENSG00000201423.1,0.08128014395697018,0.14622998353738972
ENSG00000132824.13,0.08127556397658861,0.14625279301678248
ENSG00000276603.1,0.08127539712669063,0.14625362402330896
ENSG00000228265.5,0.08127387076256902,0.14626122634379526
ENSG00000273082.1,0.0812689762762174,0.1462856062093906
ENSG00000108671.9,0.08126693202888062,0.14629578970078783
ENSG00000233399.2,0.08126395296785516,0.1463106309667347
ENSG00000262558.1,0.0812566320174968,0.1463471077900062
ENSG00000276805.1,0.08125038559047762,0.14637823624809598
ENSG00000226049.3,0.0812495970670917,0.14638216613565638
ENSG00000275805.1,0.08124764413534534,0.14639189961353838
ENSG00000278828.1,0.08124349944385607,0.14641255852903617
ENSG00000246339.5,0.08124285406024384,0.14641577559680716
ENSG00000280131.1,0.08124219533764111,0.14641905921144838
ENSG00000156140.8,0.08124160420549251,0.14642200594747803
ENSG00000253894.1,0.08123923169740357,0.1464338331229294
ENSG00000271027.1,0.08123373543386268,0.14646123530715363
ENSG00000255289.1,0.08123181550463467,0.14647080823088268
ENSG00000213333.3,0.08122969452401085,0.14648138416715334
ENSG00000234104.1,0.08122756109908227,0.14649202274157358
ENSG00000099998.17,0.08122747181921165,0.14649246795897794
ENSG00000255302.3,0.08121544212654459,0.14655246658748997
ENSG00000128604.18,0.08121045900636112,0.14657732560131698
ENSG00000180773.14,0.08120303193681326,0.14661438256742773
ENSG00000225649.5,0.08120282162683812,0.14661543200163552
ENSG00000128313.2,0.08120063508325782,0.1466263430622437
ENSG00000083168.9,0.08119752675217519,0.1466418549943013
ENSG00000105771.13,0.08119164349168648,0.14667121845845538
ENSG00000257101.1,0.08119002714783702,0.14667928644490724
ENSG00000249481.6,0.08118759387859224,0.14669143275473062
ENSG00000269190.5,0.08118681593323035,0.1466953162371993
ENSG00000174903.14,0.08118272238360409,0.14671575241713497
ENSG00000147548.16,0.08118214303468996,0.1467186448690139
ENSG00000213985.4,0.08117222372671767,0.14676817464643732
ENSG00000269721.1,0.08117189855829823,0.14676979851541155
ENSG00000236187.1,0.08117068826121072,0.1467758427769592
ENSG00000225236.1,0.08116520850818941,0.14680321120623743
ENSG00000143727.15,0.08116397130690342,0.1468093909010592
ENSG00000166130.14,0.08116074351583566,0.14682551432199217
ENSG00000130733.10,0.08115274020193441,0.14686549818847502
ENSG00000224599.1,0.08113448465950472,0.14695673231871081
ENSG00000171316.11,0.08113365673179976,0.14696087100301838
ENSG00000277425.1,0.08112824903725166,0.14698790542527893
ENSG00000261549.2,0.0811228970812473,0.14701466492319118
ENSG00000137414.5,0.08111603014272645,0.1470490046842525
ENSG00000214050.7,0.08111596582181285,0.1470493263651512
ENSG00000242111.1,0.08111150620358064,0.1470716310544604
ENSG00000279789.1,0.08110008698017855,0.14712875580394807
ENSG00000018280.16,0.08109768039809365,0.14714079690260057
ENSG00000169242.11,0.08109703528939645,0.14714402476847754
ENSG00000125755.18,0.08109423694308368,0.1471580271979466
ENSG00000260012.1,0.0810868242471734,0.14719512391646936
ENSG00000203666.12,0.08107786782326107,0.14723995569027953
ENSG00000260818.2,0.08106587109371477,0.14730002212620583
ENSG00000228973.1,0.08106035425508624,0.14732765064825146
ENSG00000177889.9,0.08105776679459684,0.14734061009972158
ENSG00000269945.1,0.08105706914926235,0.14734410444679064
ENSG00000168256.17,0.08105476129265417,0.14735566442581555
ENSG00000146535.13,0.0810535501207203,0.1473617314229106
ENSG00000081248.10,0.08104983327862449,0.14738035099846244
ENSG00000122484.8,0.08104980381798829,0.14738049858910524
ENSG00000219932.6,0.08104693262589502,0.14739488310479507
ENSG00000275367.1,0.08104448390782219,0.14740715189265483
ENSG00000127507.17,0.081033848580205,0.14746044698478278
ENSG00000228966.2,0.08103209305351898,0.14746924558033306
ENSG00000224190.1,0.08103133872847781,0.14747302633534398
ENSG00000241449.5,0.08102590052600375,0.14750028535001813
ENSG00000267324.1,0.08102529265650292,0.1475033325368207
ENSG00000133612.18,0.08102362789921652,0.14751167803773083
ENSG00000183808.11,0.08101836867814269,0.14753804510234925
ENSG00000268053.1,0.08101816477332449,0.14753906744978956
ENSG00000248208.1,0.08101761841412825,0.14754180683744944
ENSG00000259726.1,0.08101052438634743,0.14757737906101653
ENSG00000219507.4,0.08099642262563066,0.14764811016636195
ENSG00000258256.1,0.08099312047751264,0.14766467668795727
ENSG00000260714.1,0.08098785472071186,0.14769109734792626
ENSG00000258713.2,0.08098741949481993,0.1476932812319996
ENSG00000163565.18,0.08098674054244703,0.14769668814010525
ENSG00000235677.1,0.08097853501370875,0.14773786730502372
ENSG00000230227.4,0.08097663417015555,0.1477474078689563
ENSG00000259251.2,0.08097274204513567,0.14776694437776103
ENSG00000170855.3,0.08097251893047047,0.1477680643606345
ENSG00000225344.1,0.08096900153001474,0.14778572173262433
ENSG00000244122.2,0.08096827488895676,0.1477893696752147
ENSG00000085117.11,0.08096799781294928,0.14779076069277924
ENSG00000228031.2,0.08096776466966865,0.14779193116054637
ENSG00000224956.5,0.0809666839984288,0.14779735663246146
ENSG00000224186.8,0.08096665480768106,0.14779750318568416
ENSG00000275390.1,0.08096638038045048,0.14779888096309063
ENSG00000181856.14,0.08095921604433229,0.1478348533735877
ENSG00000111186.12,0.08095843597350973,0.14783877054149663
ENSG00000104375.15,0.08095476231335327,0.14785721908630364
ENSG00000280167.1,0.08095442144083642,0.14785893098335373
ENSG00000213057.5,0.08095331889899532,0.1478644681657906
ENSG00000278861.1,0.08094708789719236,0.14789576444912764
ENSG00000260852.1,0.08094158363754816,0.14792341473468743
ENSG00000242389.7,0.08093940410748363,0.14793436454679865
ENSG00000271826.5,0.08093013250615902,0.14798095133517272
ENSG00000273998.1,0.08092936225672911,0.14798482209050143
ENSG00000198707.14,0.08091899815079613,0.1480369126009651
ENSG00000188986.4,0.08090755837485356,0.14809442566942618
ENSG00000164674.15,0.08089915045495118,0.14813670702020543
ENSG00000261261.2,0.08088094633996493,0.1482282824628912
ENSG00000254925.1,0.08088094633996491,0.1482282824628912
ENSG00000249518.1,0.08088094633996491,0.1482282824628912
ENSG00000248748.1,0.08088094633996491,0.1482282824628912
ENSG00000121390.17,0.08087746176684596,0.1482458164462147
ENSG00000173451.6,0.08087693146430074,0.14824848500772433
ENSG00000107338.9,0.08087376119166363,0.14826443905431513
ENSG00000170561.12,0.08087210630034189,0.1482727676304631
ENSG00000249339.1,0.08086505237327553,0.1483082719380155
ENSG00000231013.1,0.08086394674880014,0.14831383742850568
ENSG00000273305.1,0.0808550442636545,0.14835865652864236
ENSG00000030066.13,0.0808351846973828,0.14845867558791082
ENSG00000243836.5,0.08081629219455257,0.14855387177428309
ENSG00000118600.11,0.08081365869210122,0.14856714523970932
ENSG00000257859.1,0.08081280307037303,0.1485714579664149
ENSG00000080608.9,0.08081173483681726,0.148576842487991
ENSG00000251602.6,0.08081171696305,0.14857693258348817
ENSG00000077147.14,0.08080853933094054,0.14859295059106667
ENSG00000256704.3,0.08079558251015719,0.14865827773437898
ENSG00000236562.4,0.080788797245521,0.1486924971451391
ENSG00000258703.1,0.08077737118668381,0.14875013451210847
ENSG00000168367.9,0.08077612920099195,0.14875640058110137
ENSG00000250620.1,0.08077000751577865,0.14878728865204402
ENSG00000272968.5,0.08075799231729115,0.1488479276814681
ENSG00000280127.1,0.08075721752092242,0.14885183861501608
ENSG00000231072.1,0.08075429079604361,0.14886661252576802
ENSG00000173218.14,0.08074976201482355,0.14888947570538164
ENSG00000129292.20,0.08074829889538399,0.14889686271377386
ENSG00000133639.4,0.08074804965293757,0.14889812111866535
ENSG00000102935.11,0.080732256832569,0.1489778742672388
ENSG00000248725.3,0.08073133802482611,0.14898251521063233
ENSG00000281669.1,0.08072994791641348,0.1489895369258528
ENSG00000273287.2,0.0807220539397664,0.1490294157466412
ENSG00000229054.1,0.08072100357675259,0.14903472258570785
ENSG00000115486.11,0.08071566482633402,0.14906169823140863
ENSG00000226617.1,0.0807089571075752,0.14909559626033914
ENSG00000259335.1,0.08070463863687634,0.1491174231190758
ENSG00000224232.1,0.08070457861461021,0.14911772650688923
ENSG00000126562.16,0.08070291180256811,0.1491261517420128
ENSG00000207523.1,0.08070052691771035,0.14913820724880625
ENSG00000254936.4,0.08069973097527856,0.1491422308738169
ENSG00000207955.3,0.08069897678093363,0.14914604353120692
ENSG00000170385.9,0.0806896209621748,0.14919334589426064
ENSG00000257500.1,0.08068453076566515,0.14921908635701178
ENSG00000100519.11,0.08068389774674198,0.14922228768734294
ENSG00000229042.2,0.08067637196938847,0.14926035136720248
ENSG00000280266.1,0.08067459978622807,0.14926931574158744
ENSG00000237061.1,0.08067236399755852,0.14928062579184137
ENSG00000245970.2,0.08067146315716443,0.1492851830031681
ENSG00000124678.17,0.08066948512416505,0.14929518993496593
ENSG00000133247.13,0.08066316318958151,0.1493271762194603
ENSG00000204022.9,0.08066231370941107,0.14933147462239432
ENSG00000087338.4,0.0806547618235904,0.14936969159197147
ENSG00000265393.1,0.08064516511921177,0.14941826725967775
ENSG00000156030.12,0.08063433612464602,0.14947309482088544
ENSG00000249109.1,0.08063368311671712,0.1494764015102355
ENSG00000154380.16,0.08063194849047696,0.1494851855479774
ENSG00000213018.2,0.08063080163806027,0.14949099335146643
ENSG00000260618.1,0.08063050218519824,0.14949250984627402
ENSG00000187103.3,0.08062545778634472,0.1495180575417619
ENSG00000282692.1,0.08061625428867938,0.14956467781455415
ENSG00000011566.14,0.08061225671455596,0.14958493094526087
ENSG00000269906.1,0.08061171071643833,0.14958769732734403
ENSG00000177418.2,0.08060893842927082,0.1496017441392077
ENSG00000180785.8,0.08060519537608624,0.14962071128303858
ENSG00000220267.1,0.08060101556589411,0.1496418937602442
ENSG00000229422.1,0.0805906995162099,0.14969418326919512
ENSG00000171311.12,0.08058840453299275,0.1497058178588514
ENSG00000163444.11,0.08055862119483921,0.14985686900750372
ENSG00000178719.16,0.08055740517636631,0.14986303870493597
ENSG00000143552.9,0.08055563653964319,0.14987201255875185
ENSG00000266872.1,0.08054855477929063,0.14990794866137946
ENSG00000173852.13,0.08054731301037688,0.1499142506408627
ENSG00000178896.6,0.08053875763668619,0.14995767464423965
ENSG00000100101.15,0.08053250236434042,0.1499894302019661
ENSG00000200087.1,0.0805305393206874,0.14999939685489624
ENSG00000120071.12,0.08052798361692749,0.1500123732811301
ENSG00000280410.1,0.08052695435501604,0.15001759953490246
ENSG00000213882.2,0.08052422430261354,0.15003146251340868
ENSG00000158966.13,0.08052015853399026,0.1500521099500037
ENSG00000224388.1,0.08050972342785304,0.15010511304728805
ENSG00000270106.5,0.08050934461782633,0.15010703740660183
ENSG00000215283.3,0.08050578384454558,0.1501251270913321
ENSG00000266505.1,0.0804994947077192,0.1501570816379149
ENSG00000186493.11,0.08049332491074093,0.15018843484550426
ENSG00000224452.1,0.08049076420531247,0.15020144910363545
ENSG00000280063.1,0.0804857563650219,0.1502269028945348
ENSG00000249668.1,0.0804843373394078,0.15023411609622947
ENSG00000124535.15,0.08048101446551381,0.1502510079822848
ENSG00000260585.1,0.08046383618037115,0.1503383570760757
ENSG00000254739.1,0.0804632738191598,0.15034121725274285
ENSG00000224160.1,0.08045759153746353,0.15037011973039485
ENSG00000096060.14,0.0804566908776633,0.15037470125253574
ENSG00000076382.16,0.0804517593344025,0.150399789155925
ENSG00000141349.8,0.0804339242989395,0.1504905466292739
ENSG00000230702.1,0.08043385795639174,0.15049088430537844
ENSG00000263081.1,0.08043272319050954,0.15049666022508015
ENSG00000204832.9,0.08042038532250942,0.15055947041025056
ENSG00000128482.15,0.08041628897144013,0.15058032869991209
ENSG00000134318.13,0.08041377182006886,0.15059314691943437
ENSG00000136527.17,0.0804107747286312,0.15060841024215035
ENSG00000225889.7,0.08040696625388885,0.15062780739947323
ENSG00000279011.1,0.08040626614672816,0.15063137336093396
ENSG00000203588.3,0.08040495978059153,0.15063802744398855
ENSG00000137161.16,0.08039690205884173,0.1506790750405891
ENSG00000106244.12,0.0803967663058208,0.15067976666547353
ENSG00000187229.3,0.08039184012108833,0.15070486587226492
ENSG00000225393.1,0.08039095004757137,0.1507094011885345
ENSG00000217512.1,0.08038824435264806,0.15072318853067407
ENSG00000204792.2,0.08038451673325596,0.15074218483503327
ENSG00000280207.1,0.08037880963356005,0.15077127227906945
ENSG00000234617.1,0.08037783178111209,0.1507762565387045
ENSG00000236060.2,0.08037680768079503,0.15078147666462158
ENSG00000175115.11,0.08037101641266614,0.150810998958826
ENSG00000064490.13,0.08037074094773955,0.15081240331259352
ENSG00000164099.3,0.08036723269414882,0.1508302896846612
ENSG00000114098.17,0.08036380042280272,0.15084779022840253
ENSG00000254207.1,0.08036364999335295,0.1508485572767574
ENSG00000271664.1,0.0803633177139705,0.150850251598789
ENSG00000260597.1,0.08036135738171095,0.15086024780059218
ENSG00000160392.13,0.0803541104809071,0.1508972058385677
ENSG00000138378.17,0.08035338838071525,0.15090088881056293
ENSG00000241324.1,0.0803469873927793,0.15093353914389737
ENSG00000128645.12,0.08033456814526059,0.1509969028627596
ENSG00000133706.17,0.08033418570503932,0.15099885441503783
ENSG00000232075.1,0.08033087266242218,0.15101576132421324
ENSG00000277737.2,0.08031090068409436,0.1511177114750484
ENSG00000271267.1,0.0803099888638219,0.15112236725274208
ENSG00000258660.1,0.08030658390355327,0.151139754028741
ENSG00000280119.1,0.08029320783068292,0.15120807106248305
ENSG00000279094.3,0.08028305544711754,0.1512599390359668
ENSG00000280320.1,0.08028075169377896,0.15127171066384512
ENSG00000183309.11,0.08027977630364193,0.15127669488318232
ENSG00000244699.1,0.08025970834003489,0.1513792693169842
ENSG00000234065.2,0.08025680316410949,0.1513941230634918
ENSG00000245330.4,0.08025206738751368,0.15141833877670097
ENSG00000174718.11,0.08024940550119374,0.15143195123910388
ENSG00000171989.5,0.08024332404723612,0.15146305430662127
ENSG00000234211.2,0.08022504677674763,0.1515565609690028
ENSG00000256188.2,0.08021332094034556,0.15161657348161375
ENSG00000176920.11,0.08019218498726245,0.15172479221209537
ENSG00000174243.9,0.08019064015455374,0.15173270424473323
ENSG00000121068.13,0.0801866221784092,0.1517532842211648
ENSG00000205485.13,0.08018015385844252,0.15178641924364042
ENSG00000151693.9,0.08017921371245877,0.15179123575095163
ENSG00000261764.1,0.08017869751640078,0.15179388034917887
ENSG00000258100.1,0.08017632406527025,0.15180604056727784
ENSG00000101986.11,0.08017260158845348,0.151825113915285
ENSG00000255327.1,0.08017150481776525,0.15183073393106108
ENSG00000089006.16,0.08017079582535822,0.1518343669972798
ENSG00000230746.1,0.08016818066133517,0.15184776836505448
ENSG00000128908.15,0.08016652618683683,0.1518562471571125
ENSG00000234789.1,0.08016648984228422,0.15185643341840976
ENSG00000258676.4,0.08016333018065588,0.15187262695192028
